# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 2501       7.828842330921e+01       3.450507989951e+00       0.000000000000e+00      -1.608422526754e+00       8.612837709664e-10       1.634044063710e-07      -1.970488249357e-08 
 2502       7.798979106841e+01       3.463157559712e+00       0.000000000000e+00      -1.641255608220e+00       8.603438903749e-10       1.641672460098e-07      -1.988781668244e-08 
 2503       7.769479749381e+01       3.475616673683e+00       0.000000000000e+00      -1.675063210525e+00       8.594051310698e-10       1.649382001320e-07      -2.007980183883e-08 
 2504       7.740346612651e+01       3.487880048635e+00       0.000000000000e+00      -1.709821571982e+00       8.584674921501e-10       1.657169829186e-07      -2.028009943363e-08 
 2505       7.711582055988e+01       3.499942385623e+00       0.000000000000e+00      -1.745506849587e+00       8.575309726401e-10       1.665033070975e-07      -2.048796729632e-08 
 2506       7.683188443954e+01       3.511798369967e+00       0.000000000000e+00      -1.782095118935e+00       8.565955714894e-10       1.672968839405e-07      -2.070265960769e-08 
 2507       7.655168146346e+01       3.523442671237e+00       0.000000000000e+00      -1.819562374139e+00       8.556612875726e-10       1.680974232604e-07      -2.092342689246e-08 
 2508       7.627523538200e+01       3.534869943240e+00       0.000000000000e+00      -1.857884527742e+00       8.547281196884e-10       1.689046334082e-07      -2.114951601194e-08 
 2509       7.600256999790e+01       3.546074824004e+00       0.000000000000e+00      -1.897037410643e+00       8.537960665601e-10       1.697182212698e-07      -2.138017015669e-08 
 2510       7.573370916641e+01       3.557051935760e+00       0.000000000000e+00      -1.936996772006e+00       8.528651268345e-10       1.705378922633e-07      -2.161462883913e-08 
 2511       7.546867679526e+01       3.567795884930e+00       0.000000000000e+00      -1.977738279180e+00       8.519352990823e-10       1.713633503360e-07      -2.185212788621e-08 
 2512       7.520749684473e+01       3.578301262110e+00       0.000000000000e+00      -2.019237517617e+00       8.510065817971e-10       1.721942979613e-07      -2.209189943202e-08 
 2513       7.495019332771e+01       3.588562642056e+00       0.000000000000e+00      -2.061469990789e+00       8.500789733956e-10       1.730304361359e-07      -2.233317191040e-08 
 2514       7.469679030973e+01       3.598574583668e+00       0.000000000000e+00      -2.104411120103e+00       8.491524722170e-10       1.738714643767e-07      -2.257517004760e-08 
 2515       7.444731190899e+01       3.608331629973e+00       0.000000000000e+00      -2.148036244819e+00       8.482270765226e-10       1.747170807180e-07      -2.281711485482e-08 
 2516       7.420178229644e+01       3.617828308113e+00       0.000000000000e+00      -2.192320621969e+00       8.473027844959e-10       1.755669817082e-07      -2.305822362091e-08 
 2517       7.396022569579e+01       3.627059129326e+00       0.000000000000e+00      -2.237239426271e+00       8.463795942416e-10       1.764208624071e-07      -2.329770990485e-08 
 2518       7.372266638356e+01       3.636018588936e+00       0.000000000000e+00      -2.282767750050e+00       8.454575037861e-10       1.772784163828e-07      -2.353478352848e-08 
 2519       7.348912868915e+01       3.644701166332e+00       0.000000000000e+00      -2.328880603149e+00       8.445365110763e-10       1.781393357090e-07      -2.376865056895e-08 
 2520       7.325963699485e+01       3.653101324956e+00       0.000000000000e+00      -2.375552912854e+00       8.436166139800e-10       1.790033109613e-07      -2.399851335141e-08 
 2521       7.303421573590e+01       3.661213512285e+00       0.000000000000e+00      -2.422759523804e+00       8.426978102851e-10       1.798700312151e-07      -2.422357044153e-08 
 2522       7.281288940055e+01       3.669032159821e+00       0.000000000000e+00      -2.470475197911e+00       8.417800976994e-10       1.807391840421e-07      -2.444301663808e-08 
 2523       7.259568253006e+01       3.676551683070e+00       0.000000000000e+00      -2.518674614279e+00       8.408634738506e-10       1.816104555071e-07      -2.465604296550e-08 
 2524       7.238261971880e+01       3.683766481529e+00       0.000000000000e+00      -2.567332369117e+00       8.399479362853e-10       1.824835301657e-07      -2.486183666644e-08 
 2525       7.217372561424e+01       3.690670938671e+00       0.000000000000e+00      -2.616422975660e+00       8.390334824692e-10       1.833580910607e-07      -2.505958119435e-08 
 2526       7.196902491705e+01       3.697259421930e+00       0.000000000000e+00      -2.665920864082e+00       8.381201097866e-10       1.842338197192e-07      -2.524845620598e-08 
 2527       7.176854238109e+01       3.703526282684e+00       0.000000000000e+00      -2.715800381418e+00       8.372078155402e-10       1.851103961499e-07      -2.542763755395e-08 
 2528       7.157230281348e+01       3.709465856243e+00       0.000000000000e+00      -2.766035791477e+00       8.362965969503e-10       1.859874988398e-07      -2.559629727928e-08 
 2529       7.138033107466e+01       3.715072461829e+00       0.000000000000e+00      -2.816601274760e+00       8.353864511551e-10       1.868648047512e-07      -2.575360360391e-08 
 2530       7.119265207839e+01       3.720340402564e+00       0.000000000000e+00      -2.867470928379e+00       8.344773752101e-10       1.877419893189e-07      -2.589872092322e-08 
 2531       7.100929079185e+01       3.725263965456e+00       0.000000000000e+00      -2.918618765972e+00       8.335693660874e-10       1.886187264471e-07      -2.603080979856e-08 
 2532       7.083027223563e+01       3.729837421377e+00       0.000000000000e+00      -2.970018717620e+00       8.326624206760e-10       1.894946885061e-07      -2.614902694977e-08 
 2533       7.065561131438e+01       3.734056064121e+00       0.000000000000e+00      -3.021645303741e+00       8.317565362856e-10       1.903695526456e-07      -2.625271837779e-08 
 2534       7.048528224430e+01       3.737919334128e+00       0.000000000000e+00      -3.073475661191e+00       8.308517121669e-10       1.912430197992e-07      -2.634200057797e-08 
 2535       7.031924894899e+01       3.741427712785e+00       0.000000000000e+00      -3.125487528709e+00       8.299479480080e-10       1.921147958383e-07      -2.641718434985e-08 
 2536       7.015747521269e+01       3.744581685002e+00       0.000000000000e+00      -3.177658573936e+00       8.290452434319e-10       1.929845852686e-07      -2.647858212738e-08 
 2537       6.999992468012e+01       3.747381739218e+00       0.000000000000e+00      -3.229966393342e+00       8.281435979955e-10       1.938520912277e-07      -2.652650798223e-08 
 2538       6.984656085636e+01       3.749828367405e+00       0.000000000000e+00      -3.282388512161e+00       8.272430111895e-10       1.947170154818e-07      -2.656127762716e-08 
 2539       6.969734710667e+01       3.751922065075e+00       0.000000000000e+00      -3.334902384316e+00       8.263434824384e-10       1.955790584238e-07      -2.658320841931e-08 
 2540       6.955224665636e+01       3.753663331276e+00       0.000000000000e+00      -3.387485392349e+00       8.254450111000e-10       1.964379190698e-07      -2.659261936357e-08 
 2541       6.941122259067e+01       3.755052668607e+00       0.000000000000e+00      -3.440114847354e+00       8.245475964650e-10       1.972932950573e-07      -2.658983111590e-08 
 2542       6.927423785458e+01       3.756090583212e+00       0.000000000000e+00      -3.492767988902e+00       8.236512377568e-10       1.981448826415e-07      -2.657516598669e-08 
 2543       6.914125525269e+01       3.756777584792e+00       0.000000000000e+00      -3.545421984977e+00       8.227559341316e-10       1.989923766938e-07      -2.654894794412e-08 
 2544       6.901223744906e+01       3.757114186604e+00       0.000000000000e+00      -3.598053931898e+00       8.218616846774e-10       1.998354706979e-07      -2.651150261746e-08 
 2545       6.888714696709e+01       3.757100905469e+00       0.000000000000e+00      -3.650640854255e+00       8.209684884142e-10       2.006738567481e-07      -2.646315730047e-08 
 2546       6.876594618934e+01       3.756738261771e+00       0.000000000000e+00      -3.703159704836e+00       8.200763442936e-10       2.015072255460e-07      -2.640424095475e-08 
 2547       6.864859735740e+01       3.756026779466e+00       0.000000000000e+00      -3.755587364555e+00       8.191852511986e-10       2.023352663982e-07      -2.633508421304e-08 
 2548       6.853506257175e+01       3.754966986086e+00       0.000000000000e+00      -3.807900642386e+00       8.182952079432e-10       2.031576672132e-07      -2.625601938267e-08 
 2549       6.842530379161e+01       3.753559412740e+00       0.000000000000e+00      -3.860076275289e+00       8.174062132718e-10       2.039741144990e-07      -2.616738044885e-08 
 2550       6.831928283478e+01       3.751804594118e+00       0.000000000000e+00      -3.912090928142e+00       8.165182658598e-10       2.047842933604e-07      -2.606950307808e-08 
 2551       6.821696137753e+01       3.749703068500e+00       0.000000000000e+00      -3.963921193669e+00       8.156313643122e-10       2.055878874960e-07      -2.596272462148e-08 
 2552       6.811830095440e+01       3.747255377754e+00       0.000000000000e+00      -4.015543592370e+00       8.147455071642e-10       2.063845791961e-07      -2.584738411819e-08 
 2553       6.802326295810e+01       3.744462067347e+00       0.000000000000e+00      -4.066934572451e+00       8.138606928805e-10       2.071740493392e-07      -2.572382229873e-08 
 2554       6.793180863935e+01       3.741323686341e+00       0.000000000000e+00      -4.118070509755e+00       8.129769198549e-10       2.079559773900e-07      -2.559238158839e-08 
 2555       6.784389910672e+01       3.737840787403e+00       0.000000000000e+00      -4.168927707689e+00       8.120941864105e-10       2.087300413962e-07      -2.545340611058e-08 
 2556       6.775949532652e+01       3.734013926808e+00       0.000000000000e+00      -4.219482397156e+00       8.112124907987e-10       2.094959179861e-07      -2.530724169024e-08 
 2557       6.767855812260e+01       3.729843664443e+00       0.000000000000e+00      -4.269710736483e+00       8.103318311996e-10       2.102532823656e-07      -2.515423585721e-08 
 2558       6.760104817625e+01       3.725330563809e+00       0.000000000000e+00      -4.319588811352e+00       8.094522057213e-10       2.110018083160e-07      -2.499473784961e-08 
 2559       6.752692602604e+01       3.720475192029e+00       0.000000000000e+00      -4.369092634729e+00       8.085736123996e-10       2.117411681905e-07      -2.482909861726e-08 
 2560       6.745615206766e+01       3.715278119848e+00       0.000000000000e+00      -4.418198146793e+00       8.076960491978e-10       2.124710329122e-07      -2.465767082502e-08 
 2561       6.738868655380e+01       3.709739921640e+00       0.000000000000e+00      -4.466881214868e+00       8.068195140067e-10       2.131910719709e-07      -2.448080885625e-08 
 2562       6.732448959398e+01       3.703861175413e+00       0.000000000000e+00      -4.515117633349e+00       8.059440046437e-10       2.139009534209e-07      -2.429886881614e-08 
 2563       6.726352115442e+01       3.697642462808e+00       0.000000000000e+00      -4.562883123636e+00       8.050695188530e-10       2.146003438775e-07      -2.411220853515e-08 
 2564       6.720574105789e+01       3.691084369109e+00       0.000000000000e+00      -4.610153334061e+00       8.041960543049e-10       2.152889085149e-07      -2.392118757242e-08 
 2565       6.715110898355e+01       3.684187483244e+00       0.000000000000e+00      -4.656903839818e+00       8.033236085959e-10       2.159663110635e-07      -2.372616721915e-08 
 2566       6.709958446683e+01       3.676952397791e+00       0.000000000000e+00      -4.703110142891e+00       8.024521792482e-10       2.166322138066e-07      -2.352751050200e-08 
 2567       6.705112689926e+01       3.669379708979e+00       0.000000000000e+00      -4.748747671989e+00       8.015817637094e-10       2.172862775781e-07      -2.332558218654e-08 
